header,updateType,seqNo,preamble,rank,carNumber,uniqueId,completedLaps,elapsedTime,lastLapTime,lapStatus,fastestLapTime,fastestLap,timeBehindLeader,lapsBehindLeader,timeBehindPrec,lapsBehindPrec,overallRank,overallBestLapTime,currentStatus,trackStatus,pitStopCount,lastPit,startPosition,lapsLed
$C,U,,R.I,8,3,,15,681.9779163644641,42.079973955713704,T,42.079973955713704,15,11.893063884464027,0,0.9657242590743635,0,8,42.079973955713704,Active,G,0,0,8,0
$C,U,,R.I,9,2,,15,684.0618739924153,42.15089615795722,T,42.15089615795722,15,13.97702151241515,0,2.083957627951122,0,9,42.15089615795722,Active,G,0,0,9,0
$C,U,,R.I,10,1,,15,685.6595422319766,42.13620613235586,T,42.13620613235586,15,15.574689751976507,0,1.597668239561358,0,10,42.13620613235586,Active,G,0,0,10,0
$C,U,,R.I,1,10,,16,711.9651557600001,41.88030328,T,41.88030328,16,0,0,0,0,1,41.88030328,Active,G,0,0,1,17
$C,U,,R.I,2,9,,16,715.0934917542347,42.00335969573838,T,42.00335969573838,16,3.1283359942345896,0,3.1283359942345896,0,2,42.00335969573838,Active,G,0,0,2,0
$C,U,,R.I,3,8,,16,715.885793079525,41.92280759770752,T,41.92280759770752,16,3.9206373195248716,0,0.792301325290282,0,3,41.92280759770752,Active,G,0,0,3,0
$C,U,,R.I,4,7,,16,717.9769482581002,42.001068983199055,T,42.001068983199055,16,6.0117924981000215,0,2.09115517857515,0,4,42.001068983199055,Active,G,0,0,4,0
$C,U,,R.I,5,6,,16,719.2527435041511,41.99926151468983,T,41.99926151468983,16,7.287587744150983,0,1.2757952460509614,0,5,41.99926151468983,Active,G,0,0,5,0
$C,U,,R.I,6,5,,16,721.1013214235338,42.04722090753989,T,42.04722090753989,16,9.136165663533689,0,1.8485779193827057,0,6,42.04722090753989,Active,G,0,0,6,0
$C,U,,R.I,7,4,,16,723.0516174378849,42.039425332495185,T,42.039425332495185,16,11.086461677884813,0,1.9502960143511245,0,7,42.039425332495185,Active,G,0,0,7,0
$C,U,,R.I,8,3,,16,724.0327316043177,42.0548152398536,T,42.0548152398536,16,12.067575844317616,0,0.9811141664328034,0,8,42.0548152398536,Active,G,0,0,8,0
$C,U,,R.I,9,2,,16,726.1833933543597,42.12151936194446,T,42.12151936194446,16,14.218237594359607,0,2.1506617500419907,0,9,42.12151936194446,Active,G,0,0,9,0
$C,U,,R.I,10,1,,16,727.7601967002316,42.10065446825502,T,42.10065446825502,16,15.795040940231502,0,1.5768033458718946,0,10,42.10065446825502,Active,G,0,0,10,0
$C,U,,R.I,1,10,,17,753.8454590400002,41.88030328,T,41.88030328,17,0,0,0,0,1,41.88030328,Active,G,0,0,1,18
$C,U,,R.I,2,9,,17,757.0921207589577,41.998629004722915,T,41.998629004722915,17,3.2466617189575118,0,3.2466617189575118,0,2,41.998629004722915,Active,G,0,0,2,0
$C,U,,R.I,3,8,,17,757.7952728573514,41.90947977782642,T,41.90947977782642,17,3.9498138173512416,0,0.7031520983937298,0,3,41.90947977782642,Active,G,0,0,3,0
$C,U,,R.I,4,7,,17,759.9693355090609,41.992387250960775,T,41.992387250960775,17,6.123876469060747,0,2.174062651709505,0,4,41.992387250960775,Active,G,0,0,4,0
$C,U,,R.I,5,6,,17,761.2359557424012,41.98321223825006,T,41.98321223825006,17,7.3904967024010375,0,1.2666202333402907,0,5,41.98321223825006,Active,G,0,0,5,0
$C,U,,R.I,6,5,,17,763.1308210990077,42.02949967547385,T,42.02949967547385,17,9.285362059007525,0,1.8948653566064877,0,6,42.02949967547385,Active,G,0,0,6,0
$C,U,,R.I,7,4,,17,765.0690637366898,42.01744629880489,T,42.01744629880489,17,11.223604696689677,0,1.9382426376821513,0,7,42.01744629880489,Active,G,0,0,7,0
$C,U,,R.I,8,3,,17,766.0657169706462,42.03298536632845,T,42.03298536632845,17,12.220257930646085,0,0.9966532339564083,0,8,42.03298536632845,Active,G,0,0,8,0
$C,U,,R.I,9,2,,17,768.2790560448557,42.095662690496,T,42.095662690496,17,14.433597004855528,0,2.2133390742094434,0,9,42.095662690496,Active,G,0,0,9,0
$C,U,,R.I,10,1,,17,769.8294578471294,42.069261146897816,T,42.069261146897816,17,15.983998807129296,0,1.5504018022737682,0,10,42.069261146897816,Active,G,0,0,10,0
$C,U,,R.I,1,10,,18,795.7257623200002,41.88030328,T,41.88030328,18,0,0,0,0,1,41.88030328,Active,G,0,0,1,19
$C,U,,R.I,2,9,,18,799.0862009358971,41.99408017693945,T,41.99408017693945,18,3.3604386158968964,0,3.3604386158968964,0,2,41.99408017693945,Active,G,0,0,2,0
$C,U,,R.I,3,8,,18,799.6923867287592,41.897113871407804,T,41.897113871407804,18,3.966624408759003,0,0.6061857928621066,0,3,41.897113871407804,Active,G,0,0,3,0
$C,U,,R.I,4,7,,18,801.9546412990937,41.985305790032896,T,41.985305790032896,18,6.228878979093565,0,2.2622545703345622,0,4,41.985305790032896,Active,G,0,0,4,0
$C,U,,R.I,5,6,,18,803.2045606992247,41.96860495682347,T,41.96860495682347,18,7.478798379224486,0,1.2499194001309206,0,5,41.96860495682347,Active,G,0,0,5,0
$C,U,,R.I,6,5,,18,805.14480593645,42.013984837442315,T,42.013984837442315,18,9.419043616449812,0,1.9402452372253265,0,6,42.013984837442315,Active,G,0,0,6,0
$C,U,,R.I,7,4,,18,807.0670599623894,41.997996225699566,T,41.997996225699566,18,11.341297642389236,0,1.9222540259394236,0,7,41.997996225699566,Active,G,0,0,7,0
$C,U,,R.I,8,3,,18,808.0798003005434,42.014083329897126,T,42.014083329897126,18,12.35403798054324,0,1.0127403381540034,0,8,42.014083329897126,Active,G,0,0,8,0
$C,U,,R.I,9,2,,18,810.3519305298728,42.072874485017074,T,42.072874485017074,18,14.626168209872617,0,2.2721302293293775,0,9,42.072874485017074,Active,G,0,0,9,0
$C,U,,R.I,10,1,,18,811.8709896444421,42.04153179731268,T,42.04153179731268,18,16.145227324441976,0,1.5190591145693588,0,10,42.04153179731268,Active,G,0,0,10,0
$C,U,,R.I,1,10,,19,837.6060656000002,41.88030328,T,41.88030328,19,0,0,0,0,1,41.88030328,Active,G,0,0,1,20
$C,U,,R.I,2,9,,19,841.0759071568677,41.989706220970646,T,41.989706220970646,19,3.46984155686755,0,3.46984155686755,0,2,41.989706220970646,Active,G,0,0,2,0
$C,U,,R.I,3,8,,19,841.5780423459981,41.885655617238946,T,41.885655617238946,19,3.9719767459979494,0,0.5021351891303993,0,3,41.885655617238946,Active,G,0,0,3,0
$C,U,,R.I,4,7,,19,843.9343129710576,41.979671671963885,T,41.979671671963885,19,6.328247371057387,0,2.3562706250594374,0,4,41.979671671963885,Active,G,0,0,4,0
$C,U,,R.I,5,6,,19,845.159792863921,41.95523216469629,T,41.95523216469629,19,7.553727263920791,0,1.2254798928634045,0,5,41.95523216469629,Active,G,0,0,5,0
$C,U,,R.I,6,5,,19,847.1452604788763,42.000454542426226,T,42.000454542426226,19,9.53919487887606,0,1.9854676149552688,0,6,42.000454542426226,Active,G,0,0,6,0
$C,U,,R.I,7,4,,19,849.0478281846651,41.980768222275785,T,41.980768222275785,19,11.441762584664957,0,1.902567705788897,0,7,41.980768222275785,Active,G,0,0,7,0
$C,U,,R.I,8,3,,19,850.0775565532024,41.997756252658945,T,41.997756252658945,19,12.471490953202192,0,1.029728368537235,0,8,41.997756252658945,Active,G,0,0,8,0
$C,U,,R.I,9,2,,19,852.4046890867771,42.05275855690435,T,42.05275855690435,19,14.798623486776933,0,2.3271325335747406,0,9,42.05275855690435,Active,G,0,0,9,0
$C,U,,R.I,10,1,,19,853.888023618456,42.01703397401386,T,42.01703397401386,19,16.28195801845584,0,1.4833345316789064,0,10,42.01703397401386,Active,G,0,0,10,0
$C,U,,R.I,1,10,,20,879.4863688800002,41.88030328,T,41.88030328,20,0,0,0,0,1,41.88030328,Active,G,0,0,1,21
$C,U,,R.I,2,9,,20,883.0614075710398,41.985500414172115,T,41.985500414172115,20,3.5750386910395946,0,3.5750386910395946,0,2,41.985500414172115,Active,G,0,0,2,0
$C,U,,R.I,3,8,,20,883.4530958504647,41.87505350446654,T,41.87505350446654,20,3.9667269704644923,0,0.3916882794248977,0,3,41.87505350446654,Active,G,0,0,3,0
$C,U,,R.I,4,7,,20,885.9096559747684,41.97534300371082,T,41.97534300371082,20,6.42328709476817,0,2.456560124303678,0,4,41.97534300371082,Active,G,0,0,4,0
$C,U,,R.I,5,6,,20,887.1027017297711,41.94290886585011,T,41.94290886585011,20,7.616332849770856,0,1.1930457550026858,0,5,41.94290886585011,Active,G,0,0,5,0
$C,U,,R.I,6,5,,20,889.1339756658309,41.98871518695471,T,41.98871518695471,20,9.647606785830703,0,2.031273936059847,0,6,41.98871518695471,Active,G,0,0,6,0
$C,U,,R.I,7,4,,20,891.0133164622615,41.96548827759641,T,41.96548827759641,20,11.5269475822613,0,1.879340796430597,0,7,41.96548827759641,Active,G,0,0,7,0
$C,U,,R.I,8,3,,20,892.0612505389494,41.983693985746946,T,41.983693985746946,20,12.574881658949153,0,1.0479340766878522,0,8,41.983693985746946,Active,G,0,0,8,0
$C,U,,R.I,9,2,,20,894.4396565684265,42.03496748164932,T,42.03496748164932,20,14.953287688426258,0,2.378406029477105,0,9,42.03496748164932,Active,G,0,0,9,0
$C,U,,R.I,10,1,,20,895.8834131236325,41.99538950517652,T,41.99538950517652,20,16.39704424363231,0,1.4437565552060505,0,10,41.99538950517652,Active,G,0,0,10,0
$C,U,,R.I,1,10,,21,921.3666721600002,41.88030328,T,41.88030328,21,0,0,0,0,1,41.88030328,Active,G,0,0,1,22
$C,U,,R.I,2,9,,21,925.0428638633797,41.98145629233992,T,41.98145629233992,21,3.676191703379459,0,3.676191703379459,0,2,41.98145629233992,Active,G,0,0,2,0
$C,U,,R.I,3,8,,21,925.3183544917877,41.86525864132294,T,41.86525864132294,21,3.951682331787424,0,0.27549062840796523,0,3,41.86525864132294,Active,G,0,0,3,0
$C,U,,R.I,4,7,,21,927.8818442168092,41.97218824204086,T,41.97218824204086,21,6.515172056808979,0,2.5634897250215545,0,4,41.97218824204086,Active,G,0,0,4,0
$C,U,,R.I,5,6,,21,929.0341723897129,41.9314706599418,T,41.9314706599418,21,7.667500229712687,0,1.152328172903708,0,5,41.9314706599418,Active,G,0,0,5,0
$C,U,,R.I,6,5,,21,931.1125738559548,41.978598190123826,T,41.978598190123826,21,9.745901695954558,0,2.0784014662418713,0,6,41.978598190123826,Active,G,0,0,6,0
$C,U,,R.I,7,4,,21,932.9652277746284,41.951911312366825,T,41.951911312366825,21,11.59855561462814,0,1.8526539186735818,0,7,41.951911312366825,Active,G,0,0,7,0
$C,U,,R.I,8,3,,21,934.0328748811135,41.971624342164034,T,41.971624342164034,21,12.666202721113223,0,1.067647106485083,0,8,41.971624342164034,Active,G,0,0,8,0
$C,U,,R.I,9,2,,21,936.4588532321554,42.019196663729005,T,42.019196663729005,21,15.0921810721552,0,2.4259783510419766,0,9,42.019196663729005,Active,G,0,0,9,0
$C,U,,R.I,10,1,,21,937.8596808958538,41.97626777222131,T,41.97626777222131,21,16.49300873585355,0,1.400827663698351,0,10,41.97626777222131,Active,G,0,0,10,0
$C,U,,R.I,1,10,,22,963.2469754400003,41.88030328,T,41.88030328,22,0,0,0,0,1,41.88030328,Active,G,0,0,1,23
$C,U,,R.I,2,9,,22,967.0204315031549,41.97756763977522,T,41.97756763977522,22,3.77345606315464,0,3.77345606315464,0,2,41.97756763977522,Active,G,0,0,2,0
$C,U,,R.I,3,8,,22,967.1745791216684,41.856224629880785,T,41.856224629880785,22,3.927603681668188,0,0.15414761851354797,0,3,41.856224629880785,Active,G,0,0,3,0
$C,U,,R.I,4,7,,22,969.8519297635731,41.97008554676396,T,41.97008554676396,22,6.604954323572883,0,2.6773506419046953,0,4,41.97008554676396,Active,G,0,0,4,0
$C,U,,R.I,5,6,,22,970.9549443567288,41.92077196701589,T,41.92077196701589,22,7.707968916728532,0,1.103014593155649,0,5,41.92077196701589,Active,G,0,0,5,0
$C,U,,R.I,6,5,,22,973.0825309304346,41.96995707447981,T,41.96995707447981,22,9.83555549043433,0,2.1275865737057984,0,6,41.96995707447981,Active,G,0,0,6,0
$C,U,,R.I,7,4,,22,974.90504546349,41.93981768886153,T,41.93981768886153,22,11.6580700234897,0,1.8225145330553687,0,7,41.93981768886153,Active,G,0,0,7,0
$C,U,,R.I,8,3,,22,975.9941837691996,41.96130888808618,T,41.96130888808618,22,12.747208329199339,0,1.089138305709639,0,8,41.96130888808618,Active,G,0,0,8,0
$C,U,,R.I,9,2,,22,978.4640323148316,42.00517908267609,T,42.00517908267609,22,15.217056874831314,0,2.469848545631976,0,9,42.00517908267609,Active,G,0,0,9,0
$C,U,,R.I,10,1,,22,979.8190607076098,41.95937981175597,T,41.95937981175597,22,16.57208526760951,0,1.3550283927781948,0,10,41.95937981175597,Active,G,0,0,10,0
$C,U,,R.I,1,10,,23,1005.1272787200003,41.88030328,T,41.88030328,23,0,0,0,0,1,41.88030328,Active,G,0,0,1,24
$C,U,,R.I,2,9,,23,1008.9942599828859,41.973828479731004,T,41.973828479731004,23,3.866981262885588,0,3.866981262885588,0,2,41.973828479731004,Active,G,0,0,2,0
$C,U,,R.I,3,8,,23,1009.0224865682351,41.84790744656669,T,41.84790744656669,23,3.8952078482348043,0,0.028226585349216293,0,3,41.84790744656669,Active,G,0,0,3,0
$C,U,,R.I,4,7,,23,1011.8208519343045,41.96892217073137,T,41.96892217073137,23,6.6935732143042515,0,2.798365366069447,0,4,41.96892217073137,Active,G,0,0,4,0
$C,U,,R.I,5,6,,23,1012.8656287386546,41.91068438192577,T,41.91068438192577,23,7.738350018654273,0,1.0447768043500218,0,5,41.91068438192577,Active,G,0,0,5,0
$C,U,,R.I,6,5,,23,1015.0451957582594,41.96266482782486,T,41.96266482782486,23,9.917917038259134,0,2.1795670196048604,0,6,41.96266482782486,Active,G,0,0,6,0
$C,U,,R.I,7,4,,23,1016.8340555959086,41.92901013241865,T,41.92901013241865,23,11.706776875908304,0,1.78885983764917,0,7,41.92901013241865,Active,G,0,0,7,0
$C,U,,R.I,8,3,,23,1017.9467229968161,41.95253922761656,T,41.95253922761656,23,12.81944427681583,0,1.112667400907526,0,8,41.95253922761656,Active,G,0,0,8,0
$C,U,,R.I,9,2,,23,1020.4567129559033,41.99268064107168,T,41.99268064107168,23,15.329434235903022,0,2.509989959087193,0,9,41.99268064107168,Active,G,0,0,9,0
$C,U,,R.I,10,1,,23,1021.763533851138,41.94447314352824,T,41.94447314352824,23,16.636255131137773,0,1.3068208952347504,0,10,41.94447314352824,Active,G,0,0,10,0
$C,U,,R.I,1,10,,24,1047.0075820000002,41.88030328,T,41.88030328,24,0,0,0,0,1,41.88030328,Active,G,0,0,1,25
$C,U,,R.I,2,8,,24,1050.8627518964113,41.8402653281762,T,41.8402653281762,24,3.8551698964110983,0,3.8551698964110983,0,2,41.8402653281762,Active,G,0,0,3,0
$C,U,,R.I,3,9,,24,1050.9644930481118,41.97023306522595,T,41.97023306522595,24,3.9569110481115786,0,0.10174115170048026,0,3,41.97023306522595,Active,G,0,0,2,0
$C,U,,R.I,4,7,,24,1053.7894458189435,41.968593884639056,T,41.968593884639056,24,6.781863818943293,0,2.8249527708317146,0,4,41.968593884639056,Active,G,0,0,4,0
$C,U,,R.I,5,6,,24,1054.7667238886381,41.90109514998361,T,41.90109514998361,24,7.7591418886379415,0,0.9772780696946484,0,5,41.90109514998361,Active,G,0,0,5,0
$C,U,,R.I,6,5,,24,1057.0018072810794,41.95661152281993,T,41.95661152281993,24,9.994225281079252,0,2.235083392441311,0,6,41.95661152281993,Active,G,0,0,6,0
$C,U,,R.I,7,4,,24,1058.7533666178933,41.91931102198465,T,41.91931102198465,24,11.74578461789315,0,1.751559336813898,0,7,41.91931102198465,Active,G,0,0,7,0
$C,U,,R.I,8,3,,24,1059.8918567197265,41.945133722910455,T,41.945133722910455,24,12.884274719726363,0,1.138490101833213,0,8,41.945133722910455,Active,G,0,0,8,0
$C,U,,R.I,9,2,,24,1062.4382090003323,41.98149604442914,T,41.98149604442914,24,15.430627000332152,0,2.546352280605788,0,9,41.98149604442914,Active,G,0,0,9,0
$C,U,,R.I,10,1,,24,1063.6948610904187,41.931327239280655,T,41.931327239280655,24,16.687279090418542,0,1.2566520900863907,0,10,41.931327239280655,Active,G,0,0,10,0
$C,U,,R.I,1,10,,25,1088.88788528,41.88030328,T,41.88030328,25,0,0,0,0,1,41.88030328,Active,G,0,0,1,26
$C,U,,R.I,2,9,,25,1092.8035087149935,41.83901566688172,T,41.83901566688172,25,3.9156234349934493,0,3.9156234349934493,0,2,41.83901566688172,Active,G,0,0,2,0
$C,U,,R.I,3,8,,25,1092.8334390291877,41.9706871327764,T,41.9706871327764,25,3.9455537491876385,0,0.029930314194189123,0,3,41.9706871327764,Active,G,0,0,3,0
$C,U,,R.I,4,7,,25,1095.748781987416,41.959336168472305,T,41.959336168472305,25,6.8608967074158045,0,2.915342958228166,0,4,41.959336168472305,Active,G,0,0,4,0
$C,U,,R.I,5,6,,25,1096.6586296445093,41.891905755871136,T,41.891905755871136,25,7.770744364509255,0,0.9098476570934508,0,5,41.891905755871136,Active,G,0,0,5,0
$C,U,,R.I,6,5,,25,1098.9535094540333,41.95170217295381,T,41.95170217295381,25,10.065624174033246,0,2.294879809523991,0,6,41.95170217295381,Active,G,0,0,6,0
$C,U,,R.I,7,4,,25,1100.6639266289174,41.91056001102407,T,41.91056001102407,25,11.77604134891726,0,1.7104171748840145,0,7,41.91056001102407,Active,G,0,0,7,0
$C,U,,R.I,8,3,,25,1101.83079131759,41.938934597863465,T,41.938934597863465,25,12.942906037589864,0,1.1668646886726037,0,8,41.938934597863465,Active,G,0,0,8,0
$C,U,,R.I,9,2,,25,1104.4096541514812,41.97144515114881,T,41.97144515114881,25,15.521768871481072,0,2.5788628338912076,0,9,41.97144515114881,Active,G,0,0,9,0
$C,U,,R.I,10,1,,25,1105.6146106477427,41.91974955732396,T,41.91974955732396,25,16.726725367742574,0,1.2049564962615023,0,10,41.91974955732396,Active,G,0,0,10,0
$C,U,,R.I,1,10,,26,1130.76818856,41.88030328,T,41.88030328,26,0,0,0,0,1,41.88030328,Active,G,0,0,1,27
$C,U,,R.I,2,8,,26,1134.6671465240777,41.833707494890035,T,41.833707494890035,26,3.898957964077681,0,3.898957964077681,0,2,41.833707494890035,Active,G,0,0,3,0
$C,U,,R.I,3,9,,26,1134.7718718160638,41.96836310107022,T,41.96836310107022,26,4.003683256063823,0,0.10472529198614211,0,3,41.96836310107022,Active,G,0,0,2,0
$C,U,,R.I,4,7,,26,1137.7061591355284,41.957377148112606,T,41.957377148112606,26,6.937970575528425,0,2.9342873194646018,0,4,41.957377148112606,Active,G,0,0,4,0
$C,U,,R.I,5,6,,26,1138.5425790196196,41.88394937511015,T,41.88394937511015,26,7.774390459619553,0,0.8364198840911286,0,5,41.88394937511015,Active,G,0,0,5,0
$C,U,,R.I,6,5,,26,1140.9013642590623,41.94785480502898,T,41.94785480502898,26,10.133175699062349,0,2.3587852394427955,0,6,41.94785480502898,Active,G,0,0,6,0
$C,U,,R.I,7,4,,26,1142.5665385725497,41.902611943632444,T,41.902611943632444,26,11.79835001254969,0,1.6651743134873414,0,7,41.902611943632444,Active,G,0,0,7,0
$C,U,,R.I,8,3,,26,1143.7645966968141,41.93380537922408,T,41.93380537922408,26,12.996408136814125,0,1.1980581242644348,0,8,41.93380537922408,Active,G,0,0,8,0
$C,U,,R.I,9,2,,26,1146.3720238895046,41.96236973802348,T,41.96236973802348,26,15.60383532950459,0,2.6074271926904657,0,9,41.96236973802348,Active,G,0,0,9,0
$C,U,,R.I,10,1,,26,1147.5241827241541,41.90957207641141,T,41.90957207641141,26,16.755994164154117,0,1.1521588346495264,0,10,41.90957207641141,Active,G,0,0,10,0
$C,U,,R.I,1,10,,27,1172.64849184,41.88030328,T,41.88030328,27,0,0,0,0,1,41.88030328,Active,G,0,0,1,28
$C,U,,R.I,2,9,,27,1176.6049283103296,41.83305649426564,T,41.83305649426564,27,3.9564364703296633,0,3.9564364703296633,0,2,41.83305649426564,Active,G,0,0,2,0
$C,U,,R.I,3,8,,27,1176.636150300346,41.96900377626831,T,41.96900377626831,27,3.9876584603459833,0,0.031221990016319978,0,3,41.96900377626831,Active,G,0,0,3,0
$C,U,,R.I,4,7,,27,1179.6550493766895,41.94889024116102,T,41.94889024116102,27,7.00655753668957,0,3.018899076343587,0,4,41.94889024116102,Active,G,0,0,4,0
$C,U,,R.I,5,6,,27,1180.419064045206,41.87648502558646,T,41.87648502558646,27,7.770572205206008,0,0.7640146685164382,0,5,41.87648502558646,Active,G,0,0,5,0
$C,U,,R.I,6,5,,27,1182.846275681158,41.94491142209555,T,41.94491142209555,27,10.19778384115807,0,2.4272116359520624,0,6,41.94491142209555,Active,G,0,0,6,0
$C,U,,R.I,7,4,,27,1184.461873606478,41.8953350339285,T,41.8953350339285,27,11.813381766478187,0,1.6155979253201167,0,7,41.8953350339285,Active,G,0,0,7,0
$C,U,,R.I,8,3,,27,1185.6942253309198,41.92962863410568,T,41.92962863410568,27,13.045733490919929,0,1.2323517244417417,0,8,41.92962863410568,Active,G,0,0,8,0
$C,U,,R.I,9,2,,27,1188.326154522759,41.95413063325449,T,41.95413063325449,27,15.677662682759092,0,2.6319291918391627,0,9,41.95413063325449,Active,G,0,0,9,0
$C,U,,R.I,10,1,,27,1189.4248309943841,41.90064827023001,T,41.90064827023001,27,16.77633915438423,0,1.09867647162514,0,10,41.90064827023001,Active,G,0,0,10,0
$C,U,,R.I,1,10,,28,1214.5287951199998,41.88030328,T,41.88030328,28,0,0,0,0,1,41.88030328,Active,G,0,0,1,29
$C,U,,R.I,2,8,,28,1218.4643607680696,41.82821046772373,T,41.82821046772373,28,3.935565648069769,0,3.935565648069769,0,2,41.82821046772373,Active,G,0,0,3,0
$C,U,,R.I,3,9,,28,1218.5717224248629,41.96679411453327,T,41.96679411453327,28,4.042927304863042,0,0.10736165679327314,0,3,41.96679411453327,Active,G,0,0,2,0
$C,U,,R.I,4,7,,28,1221.6028257163534,41.947776339664074,T,41.947776339664074,28,7.074030596353623,0,3.031103291490581,0,4,41.947776339664074,Active,G,0,0,4,0
$C,U,,R.I,5,6,,28,1222.2891781697456,41.87011412453963,T,41.87011412453963,28,7.760383049745769,0,0.6863524533921463,0,5,41.87011412453963,Active,G,0,0,5,0
$C,U,,R.I,6,5,,28,1224.7890661963886,41.942790515230634,T,41.942790515230634,28,10.26027107638879,0,2.4998880266430206,0,6,41.942790515230634,Active,G,0,0,6,0
$C,U,,R.I,7,4,,28,1226.350491182936,41.888617576457925,T,41.888617576457925,28,11.821696062936098,0,1.5614249865473084,0,7,41.888617576457925,Active,G,0,0,7,0
$C,U,,R.I,8,3,,28,1227.620529298405,41.92630396748509,T,41.92630396748509,28,13.091734178405204,0,1.2700381154691058,0,8,41.92630396748509,Active,G,0,0,8,0
$C,U,,R.I,9,2,,28,1230.272759697443,41.94660517468395,T,41.94660517468395,28,15.743964577443194,0,2.6522303990379896,0,9,41.94660517468395,Active,G,0,0,9,0
$C,U,,R.I,10,1,,28,1231.3176814650303,41.89285047064619,T,41.89285047064619,28,16.788886345030505,0,1.0449217675873115,0,10,41.89285047064619,Active,G,0,0,10,0
$C,U,,R.I,1,10,,29,1256.4090983999997,41.88030328,T,41.88030328,29,0,0,0,0,1,41.88030328,Active,G,0,0,1,30
$C,U,,R.I,2,9,,29,1260.3997914916415,41.82806906677875,T,41.82806906677875,29,3.9906930916417878,0,3.9906930916417878,0,2,41.82806906677875,Active,G,0,0,2,0
$C,U,,R.I,3,8,,29,1260.4319572252582,41.96759645718853,T,41.96759645718853,29,4.022858825258481,0,0.032165733616693615,0,3,41.96759645718853,Active,G,0,0,3,0
$C,U,,R.I,4,7,,29,1263.542756078789,41.93993036243541,T,41.93993036243541,29,7.133657678789177,0,3.110798853530696,0,4,41.93993036243541,Active,G,0,0,4,0
$C,U,,R.I,5,6,,29,1264.153272163428,41.86409399368246,T,41.86409399368246,29,7.744173763428307,0,0.61051608463913,0,5,41.86409399368246,Active,G,0,0,5,0
$C,U,,R.I,6,5,,29,1266.7304227538439,41.94135655745531,T,41.94135655745531,29,10.321324353844147,0,2.5771505904158403,0,6,41.94135655745531,Active,G,0,0,6,0
$C,U,,R.I,7,4,,29,1268.2328510886618,41.88235990572585,T,41.88235990572585,29,11.823752688662125,0,1.5024283348179779,0,7,41.88235990572585,Active,G,0,0,7,0
$C,U,,R.I,8,3,,29,1269.544274757412,41.923745459006966,T,41.923745459006966,29,13.13517635741232,0,1.3114236687501943,0,8,41.923745459006966,Active,G,0,0,8,0
$C,U,,R.I,9,2,,29,1272.2124446534776,41.93968495603469,T,41.93968495603469,29,15.803346253477912,0,2.668169896065592,0,9,41.93968495603469,Active,G,0,0,9,0
$C,U,,R.I,10,1,,29,1273.2037490388866,41.886067573856245,T,41.886067573856245,29,16.79465063888688,0,0.9913043854089665,0,10,41.886067573856245,Active,G,0,0,10,0
$C,U,,R.I,1,10,,30,1298.2894016799996,41.88030328,T,41.88030328,30,0,0,0,0,1,41.88030328,Active,G,0,0,1,31
$C,U,,R.I,2,8,,30,1302.255559134899,41.82360190964072,T,41.82360190964072,30,3.966157454899303,0,3.966157454899303,0,2,41.82360190964072,Active,G,0,0,3,0
$C,U,,R.I,3,9,,30,1302.3652686696323,41.96547717799088,T,41.96547717799088,30,4.0758669896326865,0,0.10970953473338341,0,3,41.96547717799088,Active,G,0,0,2,0
$C,U,,R.I,4,7,,30,1305.4823012502802,41.93954517149137,T,41.93954517149137,30,7.192899570280588,0,3.1170325806479013,0,4,41.93954517149137,Active,G,0,0,4,0
$C,U,,R.I,5,6,,30,1306.012323047921,41.85905088449302,T,41.85905088449302,30,7.722921367921344,0,0.5300217976407566,0,5,41.85905088449302,Active,G,0,0,5,0
$C,U,,R.I,6,5,,30,1308.6709725610265,41.940549807182634,T,41.940549807182634,30,10.381570881026846,0,2.6586495131055017,0,6,41.940549807182634,Active,G,0,0,6,0
$C,U,,R.I,7,4,,30,1310.1093301552353,41.87647906657349,T,41.87647906657349,30,11.819928475235656,0,1.43835759420881,0,7,41.87647906657349,Active,G,0,0,7,0
$C,U,,R.I,8,3,,30,1311.466154719808,41.921879962395984,T,41.921879962395984,30,13.176753039808318,0,1.356824564572662,0,8,41.921879962395984,Active,G,0,0,8,0
$C,U,,R.I,9,2,,30,1314.1457185568454,41.93327390336777,T,41.93327390336777,30,15.856316876845767,0,2.679563837037449,0,9,41.93327390336777,Active,G,0,0,9,0
$C,U,,R.I,10,1,,30,1315.083952087777,41.8802030488904,T,41.8802030488904,30,16.79455040777748,0,0.9382335309317114,0,10,41.8802030488904,Active,G,0,0,10,0
